_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681457890,FALSE,finalized,3,2/25/15 7:55,negative,1,Can't Tell,1,Delta,,ThatJasonEaton,,0,@JetBlue I think it's safe to say that after 25 years of loyal #JetBlue flying we are officially DONE. #Byebyejetblue,,2/22/15 15:01,5.69633E+17,,
681457892,FALSE,finalized,3,2/25/15 4:21,neutral,1,,,Delta,,rambinasaurus,,0,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",,2/22/15 15:01,5.69633E+17,,Atlantic Time (Canada)
681457894,FALSE,finalized,3,2/25/15 5:30,neutral,1,,,Delta,,amberfav,,0,@JetBlue finally! Finally!,,2/22/15 14:59,5.69633E+17,,Central Time (US & Canada)
681457896,FALSE,finalized,3,2/25/15 8:36,negative,0.6421,Bad Flight,0.3265,Delta,,arthurhasher,,0,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",,2/22/15 14:59,5.69633E+17,Long Island - Arizona ,
681457897,FALSE,finalized,3,2/25/15 7:15,negative,1,Late Flight,1,Delta,,Tom_Constantin,,0,@JetBlue anything serious I should worry about?,,2/22/15 14:50,5.6963E+17,3Мч4,Quito
681457899,FALSE,finalized,3,2/25/15 8:07,positive,0.3715,,0,Delta,,rambinasaurus,,0,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,,2/22/15 14:50,5.6963E+17,,Atlantic Time (Canada)
681457900,FALSE,finalized,3,2/25/15 6:18,neutral,1,,,Delta,,tomdalynh,,0,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,,2/22/15 14:49,5.6963E+17,Greater Boston Area,Eastern Time (US & Canada)
681457902,FALSE,finalized,3,2/25/15 6:49,negative,1,Customer Service Issue,0.3495,Delta,,ThatJasonEaton,,0,@JetBlue Why are you making it so freaking hard for me to say good things about you??  #jetbluefail http://t.co/v8SB0RBICx,,2/22/15 14:47,5.6963E+17,,
681457905,FALSE,finalized,3,2/25/15 9:45,negative,1,Flight Attendant Complaints,0.6922,Delta,,ThatJasonEaton,,0,"@JetBlue Seriously, what is your solution? Who exactly will help my 5 year old if there's a problem with the plane? http://t.co/vPDRPLXj5a",,2/22/15 14:44,5.69629E+17,,
681457907,FALSE,finalized,3,2/25/15 3:45,negative,1,Late Flight,1,Delta,,BillChurchMedia,,0,@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,,2/22/15 14:44,5.69629E+17,"Sarasota, FL",Pacific Time (US & Canada)
681457909,FALSE,finalized,3,2/25/15 2:57,neutral,1,,,Delta,,thatjonparsons,,0,@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,,2/22/15 14:43,5.69629E+17,massachusetts yall~~~~~~~ЌЎБЊЌч‹ЃЗЏБО‹ЃЏ,Atlantic Time (Canada)
681457910,FALSE,finalized,3,2/25/15 5:18,negative,0.7025,Can't Tell,0.3702,Delta,,Crimson_Zombie,,0,"@JetBlue sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",,2/22/15 14:41,5.69628E+17,Chicago,
681457912,FALSE,finalized,3,2/25/15 5:39,negative,1,Flight Attendant Complaints,0.3578,Delta,,ThatJasonEaton,,0,@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,,2/22/15 14:41,5.69628E+17,,
681457913,FALSE,finalized,3,2/25/15 8:03,neutral,0.633,,0,Delta,,rambinasaurus,,0,@JetBlue I have a disabled seat in row 6 do I get to board earlier?,,2/22/15 14:41,5.69628E+17,,Atlantic Time (Canada)
681457915,FALSE,finalized,3,2/25/15 1:04,negative,1,Lost Luggage,0.6659,Delta,,ericnax,,0,"@JetBlue, thanks for not guarantee that you can not deli ever my bags to my hotel, when bag missed connection. #sFO #customerservicenot",,2/22/15 14:40,5.69628E+17,,Eastern Time (US & Canada)
681457917,FALSE,finalized,3,2/25/15 9:11,neutral,0.672,,0,Delta,,Tom_Constantin,,0,@JetBlue flight 2008,,2/22/15 14:39,5.69628E+17,3Мч4,Quito
681457918,FALSE,finalized,3,2/25/15 8:45,neutral,0.6591,,0,Delta,,Tom_Constantin,,0,@JetBlue Pittsburgh,,2/22/15 14:39,5.69628E+17,3Мч4,Quito
681457920,FALSE,finalized,3,2/25/15 5:18,negative,1,Bad Flight,0.7033,Delta,,ThatJasonEaton,,0,@JetBlue you're lucky we're still flying you after today's landing gear failure. Get your act together and help us sit with our kids!,,2/22/15 14:38,5.69627E+17,,
681457922,FALSE,finalized,3,2/25/15 3:21,negative,1,Customer Service Issue,0.6804,Delta,,gpsomo,,0,@JetBlue so the prefference option is not something that you honor? So why having it as one of the services if not applied?,,2/22/15 14:38,5.69627E+17,New York,
681457924,FALSE,finalized,3,2/25/15 1:30,negative,1,Flight Booking Problems,0.6838,Delta,,ThatJasonEaton,,0,"@JetBlue if you want to be helpful, find us a seat. Don't quote terms and conditions. #jetbluefail",,2/22/15 14:36,5.69627E+17,,
681457926,FALSE,finalized,3,2/25/15 4:17,negative,0.6838,Bad Flight,0.6838,Delta,,ThatJasonEaton,,0,@JetBlue do you REALLY think it's okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure?? http://t.co/x6SYW3MDVu,,2/22/15 14:35,5.69627E+17,,
681457928,FALSE,finalized,3,2/25/15 0:44,negative,1,Bad Flight,0.3586,Delta,,ThatJasonEaton,,0,"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",,2/22/15 14:32,5.69626E+17,,
681457929,FALSE,finalized,3,2/25/15 3:57,neutral,0.663,,,Delta,,rambinasaurus,,0,@JetBlue flight 1025 JFK to TPA 8:05am on Saturday! One way ticket!,,2/22/15 14:31,5.69626E+17,,Atlantic Time (Canada)
681457931,FALSE,finalized,3,2/25/15 5:37,negative,1,Late Flight,1,Delta,,BillChurchMedia,,0,@JetBlue What's your excuse this time for 1117 delay from LGA to TPA? I know the plane is in the air.,,2/22/15 14:27,5.69625E+17,"Sarasota, FL",Pacific Time (US & Canada)
681457932,FALSE,finalized,3,2/25/15 7:55,negative,1,Customer Service Issue,1,Delta,,ThatJasonEaton,,0,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2",,2/22/15 14:25,5.69624E+17,,
681457934,FALSE,finalized,3,2/25/15 3:02,negative,0.6563,Can't Tell,0.6563,Delta,,TheEliad,,0,@JetBlue once you go blue you don't go back,,2/22/15 14:25,5.69624E+17,"42.3806еЎ N, 71.2350еЎ W",Eastern Time (US & Canada)
681457937,FALSE,finalized,3,2/25/15 9:56,negative,0.6766,Late Flight,0.6766,Delta,,Tom_Constantin,,0,@JetBlue why are there so many delays to north east cities?,,2/22/15 14:22,5.69623E+17,3Мч4,Quito
681457938,FALSE,finalized,3,2/25/15 10:08,negative,1,Flight Attendant Complaints,1,Delta,,ThatJasonEaton,,0,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,,2/22/15 14:22,5.69623E+17,,
681457939,FALSE,finalized,3,2/25/15 9:03,negative,1,Flight Attendant Complaints,0.3505,Delta,,ThatJasonEaton,,0,@JetBlue I shouldn't be made to feel like a criminal because I want to sit near my 5 year old on a flight. #jetblue http://t.co/qgtCao1J2U,,2/22/15 14:20,5.69623E+17,,
681457941,FALSE,finalized,3,2/25/15 1:50,negative,0.688,Can't Tell,0.688,Delta,,Crimson_Zombie,,0,"@JetBlue Usually I have such a great experience with you guys? Very, very unhappy with you right now.",,2/22/15 14:19,5.69623E+17,Chicago,
681457943,FALSE,finalized,3,2/25/15 2:19,negative,1,Flight Attendant Complaints,1,Delta,,ThatJasonEaton,,0,@JetBlue why would you hire a guy who doesn't care about the safety of children? Not remotely acceptable. http://t.co/lKFh9HYHW8,,2/22/15 14:19,5.69622E+17,,
681457944,FALSE,finalized,3,2/25/15 3:07,negative,1,Late Flight,0.7077,Delta,,Crimson_Zombie,,0,"@JetBlue what's up? Three delays so far, resulting in over three hours of unnecessary, extra waiting.",,2/22/15 14:18,5.69622E+17,Chicago,
681457946,FALSE,finalized,3,2/25/15 1:18,positive,1,,,Delta,,jabeblanchard,,0,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!",,2/22/15 14:17,5.69622E+17,Right Coast,Eastern Time (US & Canada)
681457948,FALSE,finalized,3,2/25/15 9:26,negative,0.6771,Flight Attendant Complaints,0.3452,Delta,,ThatJasonEaton,,0,@JetBlue never had an airline refuse to help sit parents with tiny kids. But this guy is willing to do it. #JetBlue http://t.co/MzZfGqfHu2,,2/22/15 14:16,5.69622E+17,,
681457950,FALSE,finalized,3,2/25/15 5:27,negative,1,Late Flight,1,Delta,,gpsomo,,0,"@JetBlue from San Diego with a 4 hour delay to JFK!Even you have a Amex  JetBlue, even having over 50.000 travel miles, you're still nothing",,2/22/15 14:16,5.69622E+17,New York,
681457951,FALSE,finalized,3,2/25/15 9:59,negative,0.6898,Flight Attendant Complaints,0.3545,Delta,,ThatJasonEaton,,0,@JetBlue it seems almost inconceivable that sitting a 5 year old alone is considered okay. But this guy thinks so. http://t.co/q9n6NZYSpK,,2/22/15 14:14,5.69621E+17,,
681457953,FALSE,finalized,3,2/25/15 6:40,negative,1,Late Flight,1,Delta,,JunkyardFiegs,,0,@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,"[42.40805407, -88.62699707]",2/22/15 14:13,5.69621E+17,,Central Time (US & Canada)
681457954,FALSE,finalized,3,2/25/15 8:50,negative,1,Late Flight,1,Delta,,volition,,0,"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",,2/22/15 14:13,5.69621E+17,"breukelen, ny",Eastern Time (US & Canada)
681457956,FALSE,finalized,3,2/25/15 3:30,negative,1,Flight Attendant Complaints,0.6846,Delta,,ThatJasonEaton,,0,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4,,2/22/15 14:12,5.69621E+17,,
681457958,FALSE,finalized,3,2/25/15 2:54,negative,1,Flight Attendant Complaints,1,Delta,,ThatJasonEaton,,0,@JetBlue being told by this guy that he will not help us sit next to our 5 and 8 year old on the flight. #jetblue http://t.co/49FLbgzZkd,,2/22/15 14:11,5.69621E+17,,
681457959,FALSE,finalized,3,2/25/15 5:39,neutral,0.6376,,0,Delta,,Ben_Harriton,,0,@JetBlue of my tray table is broken what do i do?,,2/22/15 14:10,5.6962E+17,,
681457961,FALSE,finalized,3,2/25/15 6:26,neutral,0.3568,,0,Delta,,jabeblanchard,,0,"@JetBlue Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!",,2/22/15 14:09,5.6962E+17,Right Coast,Eastern Time (US & Canada)
681457963,FALSE,finalized,3,2/25/15 9:44,negative,1,Late Flight,0.6204,Delta,,WoodyLashen,,0,@JetBlue thanks for NOT! Sending me an update that our flight was delayed 3 hours. Unbelievable!,,2/22/15 14:03,5.69618E+17,,Central Time (US & Canada)
681457964,FALSE,finalized,3,2/25/15 9:48,neutral,0.6427,,,Delta,,ChrisDonahoe,,0,@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),,2/22/15 14:02,5.69618E+17,"Washington, D.C.",Quito
681457966,FALSE,finalized,3,2/25/15 4:07,negative,1,Late Flight,1,Delta,,BuffaloBI11,,0,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?,,2/22/15 14:01,5.69618E+17,New York / Bahamas,
681457967,FALSE,finalized,3,2/25/15 8:47,negative,0.6675,Lost Luggage,0.6675,Delta,,AlisonReynolds,,0,"@JetBlue no, I haven't done that yet. Is that something I can do online? Thx!",,2/22/15 14:01,5.69618E+17,"Boston, MA ",Eastern Time (US & Canada)
681457970,FALSE,finalized,3,2/25/15 0:50,neutral,1,,,Delta,,TINKERBELLEadog,,1,@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,,2/22/15 14:00,5.69618E+17,"New York, NY",Eastern Time (US & Canada)
681457972,FALSE,finalized,3,2/25/15 6:05,negative,1,Bad Flight,1,Delta,,AdamJBerry,,0,"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA‰Пц•ьЏBOS",,2/22/15 13:58,5.69617E+17,Provincetown Ma,Eastern Time (US & Canada)
681457973,FALSE,finalized,3,2/25/15 3:30,negative,1,Late Flight,0.6633,Delta,,kfunk18,,0,@JetBlue Thank you for the reply. Would've appreciated communication before checking in about the delay. JetBlue used to be my go-to,,2/22/15 13:57,5.69617E+17,,Eastern Time (US & Canada)
681457975,FALSE,finalized,3,2/25/15 2:59,neutral,1,,,Delta,,BernardLeCroix,,0,@JetBlue What confirmation number?,,2/22/15 13:55,5.69617E+17,"Providence, RI",Eastern Time (US & Canada)
681457976,FALSE,finalized,3,2/25/15 2:22,negative,1,Customer Service Issue,1,Delta,,BernardLeCroix,,0,@JetBlue You also promised to change my wife's name on the account and it is also not done.  WTF?,,2/22/15 13:52,5.69616E+17,"Providence, RI",Eastern Time (US & Canada)
681457978,FALSE,finalized,3,2/25/15 1:22,negative,1,Customer Service Issue,0.6495,Delta,,BernardLeCroix,,0,@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2,,2/22/15 13:52,5.69616E+17,"Providence, RI",Eastern Time (US & Canada)
681457981,FALSE,finalized,3,2/25/15 5:07,positive,0.6472,,,Delta,,ChrisDonahoe,,0,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",,2/22/15 13:47,5.69615E+17,"Washington, D.C.",Quito
681457982,FALSE,finalized,3,2/25/15 6:36,neutral,0.6889,,0,Delta,,spark911uk,,0,@JetBlue follow for DM please,"[0.0, 0.0]",2/22/15 13:38,5.69612E+17,New York City,Eastern Time (US & Canada)
681457984,FALSE,finalized,3,2/25/15 8:03,positive,0.6778,,,Delta,,Ketzirah,,0,@JetBlue oh. And thank you for responding,,2/22/15 13:27,5.69609E+17,"Washington, DC",Eastern Time (US & Canada)
681457986,FALSE,finalized,3,2/25/15 8:06,negative,0.6932,Late Flight,0.6932,Delta,,Ketzirah,,0,@JetBlue where is it coming from? I thought Tampa?,,2/22/15 13:21,5.69608E+17,"Washington, DC",Eastern Time (US & Canada)
681457987,FALSE,finalized,3,2/25/15 1:59,negative,1,Can't Tell,0.6706,Delta,,jessbutl,,1,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,,2/22/15 13:21,5.69608E+17,"Brooklyn, NY",
681457989,FALSE,finalized,3,2/25/15 9:05,negative,1,Late Flight,0.6684,Delta,,Ketzirah,,0,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,,2/22/15 13:17,5.69607E+17,"Washington, DC",Eastern Time (US & Canada)
681457990,FALSE,finalized,3,2/25/15 4:44,positive,1,,,Delta,,BASRMNN,,0,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed,,2/22/15 13:12,5.69606E+17,,
681457992,FALSE,finalized,3,2/25/15 9:03,negative,0.6427,Flight Booking Problems,0.3274,Delta,,HarmeetSM,,0,"@JetBlue flight from BOS - RSW tomorrow, all i need is my wife + 3yr old to sit together, but no option when checking in.",,2/22/15 13:07,5.69605E+17,,
681457994,FALSE,finalized,3,2/25/15 6:32,neutral,1,,,Delta,,spark911uk,,0,"@JetBlue is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add @HawaiianAir to my JB Flight Booking Problems ?","[0.0, 0.0]",2/22/15 13:07,5.69604E+17,New York City,Eastern Time (US & Canada)
681457996,FALSE,finalized,3,2/25/15 8:31,negative,1,Bad Flight,1,Delta,,arthurhasher,,0,@JetBlue You left 175 PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of ....,,2/22/15 13:06,5.69604E+17,Long Island - Arizona ,
681457997,FALSE,finalized,3,2/25/15 7:16,negative,0.6535,Late Flight,0.6535,Delta,,ItsChristine_x,,0,@JetBlue at what point in delays can I take a different flight to my destination?,,2/22/15 13:05,5.69604E+17,,Eastern Time (US & Canada)
681457999,FALSE,finalized,3,2/25/15 7:06,positive,1,,,Delta,,djchupy,,0,@JetBlue thank you guys! You are the best! _ЩЄО‰Пц•ьЏ,,2/22/15 13:04,5.69604E+17,"Miami, FL",Central Time (US & Canada)
681458000,FALSE,finalized,3,2/25/15 8:23,negative,1,Can't Tell,0.6936,Delta,,arthurhasher,,0,"@JetBlue You just don't get it.  It's not about the money, It's about PEOPLE!!!! How about a public apology from the president of Jet Blue.",,2/22/15 13:03,5.69604E+17,Long Island - Arizona ,
681458001,FALSE,finalized,3,2/25/15 9:07,negative,1,Flight Booking Problems,0.6803,Delta,,HarmeetSM,,0,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!",,2/22/15 13:02,5.69603E+17,,
681458003,FALSE,finalized,3,2/25/15 8:19,negative,0.6882,Can't Tell,0.6882,Delta,,libingobugle,,0,@JetBlue does not fit in 140,"[0.0, 0.0]",2/22/15 13:02,5.69603E+17,"Ft. Lauderdale, FL",Eastern Time (US & Canada)
681458005,FALSE,finalized,3,2/25/15 3:45,positive,1,,,Delta,,stephane_vt,,0,@JetBlue love it as always!,,2/22/15 13:01,5.69603E+17,"Port-au-Prince, NYC.",Quito
681458007,FALSE,finalized,3,2/25/15 7:32,negative,1,Can't Tell,0.6705,Delta,,arthurhasher,,0,"@JetBlue You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",,2/22/15 13:01,5.69603E+17,Long Island - Arizona ,
681458009,FALSE,finalized,3,2/25/15 7:40,negative,1,Late Flight,1,Delta,,amberfav,,0,"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",,2/22/15 13:01,5.69603E+17,,Central Time (US & Canada)
681458011,FALSE,finalized,3,2/25/15 6:39,neutral,1,,,Delta,,AuthorMarcClark,,1,"As soon as I can, sending my son home with you Saturday. @JetBlue",,2/22/15 13:00,5.69603E+17,New York City,Arizona
681458012,FALSE,finalized,3,2/25/15 5:36,negative,1,Late Flight,1,Delta,,djchupy,,1,"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?",,2/22/15 12:57,5.69602E+17,"Miami, FL",Central Time (US & Canada)
681458014,FALSE,finalized,3,2/25/15 9:15,neutral,1,,,Delta,,tyboooo314,,0,@JetBlue is there wifi on he plain,,2/22/15 12:48,5.696E+17,,
681458015,FALSE,finalized,3,2/25/15 3:06,positive,1,,,Delta,,OlivierGachot,,11,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",,2/22/15 12:35,5.69596E+17,Palo Alto CA,Pacific Time (US & Canada)
681458017,FALSE,finalized,3,2/25/15 8:24,negative,1,Late Flight,0.6703,Delta,,hrudski,,0,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! _ЩчҐ",,2/22/15 12:27,5.69594E+17,,
681458019,FALSE,finalized,3,2/25/15 5:33,negative,1,Late Flight,1,Delta,,hrudski,,0,"@JetBlue What's up with delays to and from Boston today? My sister is trying to go home, and bro-in-law trying to come to RDU. Craziness!",,2/22/15 12:20,5.69593E+17,,
681458021,FALSE,finalized,3,2/25/15 7:28,neutral,1,,,Delta,,kessler,,0,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,,2/22/15 12:12,5.69591E+17,"New York, NY",Eastern Time (US & Canada)
681458022,FALSE,finalized,3,2/25/15 9:35,negative,0.6697,Lost Luggage,0.3557,Delta,,uzisuzi,,0,@JetBlue 118 to Boston still sitting,,2/22/15 12:04,5.69589E+17,#Titletown,Eastern Time (US & Canada)
681458024,FALSE,finalized,3,2/25/15 4:36,negative,1,Can't Tell,0.3516,Delta,,emilybholan,,0,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs,,2/22/15 11:58,5.69587E+17,N Y,
681458025,FALSE,finalized,3,2/25/15 8:23,neutral,0.7012,,,Delta,,canolibean,,0,@JetBlue hope so! looks nice and warm in San Juan _ЩО«,,2/22/15 11:56,5.69587E+17,the burg nj,
681458026,FALSE,finalized,3,2/25/15 1:32,positive,0.6634,,,Delta,,canolibean,,0,@JetBlue thanks for replying-I feel a little better we'll see how it goes ‰чј•ьЏ‰Пц•ьЏ,,2/22/15 11:55,5.69586E+17,the burg nj,
681458027,FALSE,finalized,3,2/25/15 1:26,neutral,1,,,Delta,,canolibean,,0,@JetBlue I usually do-but I didn't make the Flight Booking Problems this time-that'll teach me! Yea I have that going for me at least haha,,2/22/15 11:53,5.69586E+17,the burg nj,
681458029,FALSE,finalized,3,2/25/15 4:38,negative,1,Lost Luggage,0.6932,Delta,,emilybholan,,0,@JetBlue I waited 3 hrs for my bags and my flight was only 2 hrs,,2/22/15 11:51,5.69585E+17,N Y,
681458031,FALSE,finalized,3,2/25/15 8:50,negative,0.6848,Customer Service Issue,0.3486,Delta,,canolibean,,0,@JetBlue should I bother contacting them? I already checked into my flight _ЩчҐ,,2/22/15 11:51,5.69585E+17,the burg nj,
681458032,FALSE,finalized,3,2/25/15 7:31,neutral,0.6737,,0,Delta,,canolibean,,0,@JetBlue early last month via Expedia-there's an extra middle name and initial attached to my last name,,2/22/15 11:47,5.69584E+17,the burg nj,
681458034,FALSE,finalized,3,2/25/15 6:15,negative,1,Late Flight,0.6449,Delta,,HaasMonte,,0,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!",,2/22/15 11:40,5.69583E+17,NYC,Quito
681458036,FALSE,finalized,3,2/25/15 7:22,negative,1,Lost Luggage,0.6509,Delta,,HaasMonte,,0,@JetBlue your agent told us TSA didn't have a crew to get bags!,,2/22/15 11:35,5.69581E+17,NYC,Quito
681458037,FALSE,finalized,3,2/25/15 7:04,positive,1,,,Delta,,BFarraye,,0,@JetBlue you guys rock!,,2/22/15 11:34,5.69581E+17,NYC,Quito
681458039,FALSE,finalized,3,2/25/15 3:30,positive,0.709,,,Delta,,BFarraye,,0,@JetBlue my email is my twitter handle followed by gmail ‰чј_ЩФЌ_ЩФЌ,,2/22/15 11:32,5.6958E+17,NYC,Quito
681458041,FALSE,finalized,3,2/25/15 6:32,positive,1,,,Delta,,BFarraye,,0,@JetBlue Awesome! #bestairlineever,,2/22/15 11:30,5.6958E+17,NYC,Quito
681458043,FALSE,finalized,3,2/25/15 1:45,negative,1,Flight Attendant Complaints,0.3671,Delta,,HaasMonte,,0,@JetBlue no baggage crew update!  Your staff is incompetent with no answers after 2 hours....,,2/22/15 11:27,5.69579E+17,NYC,Quito
681458045,FALSE,finalized,3,2/25/15 8:19,neutral,1,,,Delta,,BFarraye,,0,@JetBlue the whole plane. Flight 561 from LGA to PBI http://t.co/4Ktk2hsmGy,,2/22/15 11:24,5.69578E+17,NYC,Quito
681458047,FALSE,finalized,3,2/25/15 7:33,negative,1,Lost Luggage,1,Delta,,HaasMonte,,0,@JetBlue is blaming @TSA for flight 584 luggage debacle!  #luggagegate,,2/22/15 11:23,5.69578E+17,NYC,Quito
681458048,FALSE,finalized,3,2/25/15 9:46,negative,0.686,Can't Tell,0.686,Delta,,BFarraye,,0,"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!","[40.7740308, -73.8674526]",2/22/15 11:21,5.69578E+17,NYC,Quito
681458050,FALSE,finalized,3,2/25/15 8:55,neutral,0.6575,,,Delta,,ChrisDonahoe,,0,"@JetBlue w/ edits: Dear @msbgu , your MBAs need better benefits. They should work for us. How can we meet them?",,2/22/15 11:20,5.69577E+17,"Washington, D.C.",Quito
681458052,FALSE,finalized,3,2/25/15 9:28,neutral,0.6529,,,Delta,,PumaSF,,0,@JetBlue of course I am!!‰Пц•ьЏ,,2/22/15 11:18,5.69577E+17,San Francisco,Pacific Time (US & Canada)
681458053,FALSE,finalized,3,2/25/15 8:01,negative,1,Can't Tell,0.6819,Delta,,BillChurchMedia,,0,@JetBlue You failed. That's the answer. Please don't justify otherwise.,,2/22/15 11:15,5.69576E+17,"Sarasota, FL",Pacific Time (US & Canada)
681458055,FALSE,finalized,3,2/25/15 2:34,negative,1,Late Flight,1,Delta,,SedaEvis,,0,"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",,2/22/15 11:15,5.69576E+17,New York,
681458057,FALSE,finalized,3,2/25/15 7:17,negative,1,Flight Booking Problems,0.6667,Delta,,BillChurchMedia,,0,"@JetBlue When I got your alert, I immediately started looking to rebook. But we only had 11 minutes from reFlight Booking Problems to catch a flight to SRQ.",,2/22/15 11:14,5.69576E+17,"Sarasota, FL",Pacific Time (US & Canada)
681458058,FALSE,finalized,3,2/25/15 1:24,positive,0.6533,,,Delta,,PumaSF,,0,@JetBlue I only fly Jet Blue,,2/22/15 11:14,5.69576E+17,San Francisco,Pacific Time (US & Canada)
681458060,FALSE,finalized,3,2/25/15 5:30,neutral,1,,,Delta,,ChrisDonahoe,,0,@JetBlue Perhaps you need to start recruiting @msbgu ;),,2/22/15 11:13,5.69576E+17,"Washington, D.C.",Quito
681458061,FALSE,finalized,3,2/25/15 7:23,positive,0.6621,,,Delta,,ChrisDonahoe,,0,@JetBlue Start including PTO in your getaway packages and I'm all in,,2/22/15 11:09,5.69575E+17,"Washington, D.C.",Quito
681458063,FALSE,finalized,3,2/25/15 1:49,positive,0.6621,,0,Delta,,hugovzolano,,0,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,"[4.69840554, -74.14134323]",2/22/15 11:07,5.69574E+17,Fort Lauderdale,
681458065,FALSE,finalized,3,2/25/15 9:25,positive,1,,,Delta,,artburkart,,0,@JetBlue's flight Flight Booking Problems experience is pretty great!,,2/22/15 11:06,5.69574E+17,Boston,London
681458066,FALSE,finalized,3,2/25/15 5:14,negative,0.6334,longlines,0.3342,Delta,,DonnellyVJ,,0,@JetBlue still waiting to board and see if they will give us the exit row.,,2/22/15 11:04,5.69574E+17,,
681458068,FALSE,finalized,3,2/25/15 3:26,positive,1,,,Delta,,SMHillman,,0,@JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,,2/22/15 11:01,5.69573E+17,"New York, NY",Eastern Time (US & Canada)
681458070,FALSE,finalized,3,2/25/15 7:44,negative,1,Lost Luggage,0.6699,Delta,,Glodziegirl,,0,"@JetBlue  I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was.",,2/22/15 10:59,5.69572E+17,New York/Long Beach,Quito
681458071,FALSE,finalized,3,2/25/15 4:25,negative,0.6602,Late Flight,0.6602,Delta,,ItsChristine_x,,0,@JetBlue if my flight was delayed can I show up at the airport with the appropriate amount of time for the delay or do I have to go on time?,,2/22/15 10:58,5.69572E+17,,Eastern Time (US & Canada)
681458073,FALSE,finalized,3,2/25/15 6:03,negative,0.6736,Late Flight,0.6736,Delta,,yogadeals,,0,@JetBlue I'm over that honestly just would like to get going on the journey.,,2/22/15 10:58,5.69572E+17,nyc,Mountain Time (US & Canada)
